src_node        end_node        start_time              end_time                duration
sat_b           sat_a           01:20:04:04             01:20:58:97             54.93
sat_a           gs              01:20:15:48             01:21:24:77             69.29
sat_b           gs              01:20:21:18             01:21:24:79             63.61
sat_a           sat_b           01:20:24:23             01:20:54:72             30.49
sat_c           sat_b           01:20:57:12             01:21:51:69             54.57
gs              sat_c           01:20:57:26             01:21:49:92             52.66
sat_c           sat_a           01:20:58:84             01:21:57:92             59.08
sat_c           gs              01:21:01:85             01:22:09:07             67.22
sat_b           sat_c           01:21:08:34             01:22:08:89             60.55
gs              sat_b           01:21:18:24             01:21:49:62             31.38
gs              sat_a           01:21:18:98             01:21:53:60             34.62
sat_b           gs              01:22:10:96             01:23:13:45             62.49
sat_a           sat_b           01:22:13:57             01:22:44:47             30.90
sat_a           gs              01:22:20:01             01:23:09:65             49.64
sat_c           sat_b           01:22:32:99             01:23:22:50             49.51
sat_b           sat_a           01:22:33:58             01:23:36:81             63.23
sat_b           sat_c           01:22:41:36             01:23:18:52             37.16
sat_a           sat_c           01:23:01:96             01:23:34:74             32.78
gs              sat_c           01:23:02:15             01:23:46:97             44.82
sat_c           gs              01:23:02:99             01:23:58:67             55.68
sat_c           sat_a           01:23:10:39             01:23:55:87             45.48
gs              sat_b           01:23:27:73             01:24:13:91             46.18
gs              sat_a           01:23:29:51             01:24:08:48             38.97
gs              sat_a           01:24:04:36             01:25:12:88             68.52
gs              sat_c           01:24:05:74             01:24:39:21             33.47
sat_b           gs              01:24:18:89             01:24:59:16             40.27
sat_a           sat_c           01:24:28:00             01:25:16:53             48.53
gs              sat_b           01:24:34:45             01:25:05:07             30.62
sat_c           gs              01:24:41:33             01:25:32:56             51.23
sat_c           sat_a           01:24:47:28             01:25:25:28             38.00
sat_c           sat_b           01:25:00:36             01:26:02:51             62.15
sat_b           sat_a           01:25:02:97             01:25:35:73             32.76
sat_b           sat_c           01:25:04:37             01:25:43:59             39.22
sat_a           sat_b           01:25:05:08             01:26:11:96             66.88
sat_a           gs              01:25:18:69             01:25:58:12             39.43
sat_c           gs              01:26:22:96             01:27:32:35             69.39
sat_b           gs              01:26:32:69             01:27:20:83             48.14
sat_c           sat_a           01:26:43:26             01:27:31:11             47.85
sat_b           sat_c           01:26:47:86             01:27:49:67             61.81
sat_b           sat_a           01:26:50:94             01:27:59:50             68.56
sat_a           sat_c           01:27:02:80             01:27:37:19             34.39
gs              sat_b           01:27:07:38             01:27:52:85             45.47
